index		a[]	+	b[]	=	c[]
63271		851	+	351	=	0
63272		258	+	378	=	0
63273		745	+	100	=	0
63274		527	+	514	=	0
63275		381	+	92	=	0
63276		866	+	823	=	0
63277		503	+	358	=	0
63278		689	+	714	=	0
63279		928	+	929	=	0
63280		223	+	920	=	0
63281		532	+	202	=	0
63282		137	+	396	=	0
63283		868	+	19	=	0
63284		248	+	608	=	0
63285		102	+	960	=	0
63286		96	+	205	=	0
63287		624	+	771	=	0
63288		649	+	551	=	0
63289		787	+	843	=	0
63290		612	+	108	=	0
63291		373	+	600	=	0
63292		608	+	389	=	0
63293		474	+	667	=	0
63294		477	+	382	=	0
63295		140	+	612	=	0
63296		488	+	11	=	0
63297		24	+	739	=	0
63298		105	+	12	=	0
63299		82	+	227	=	0
63300		714	+	227	=	0
63301		244	+	771	=	0
63302		721	+	795	=	0
63303		555	+	455	=	0
63304		199	+	459	=	0
63305		507	+	959	=	0
63306		34	+	467	=	0
63307		116	+	175	=	0
63308		887	+	687	=	0
63309		613	+	623	=	0
63310		404	+	1	=	0
63311		784	+	899	=	0
63312		374	+	484	=	0
63313		974	+	173	=	0
63314		318	+	926	=	0
63315		932	+	945	=	0
63316		401	+	157	=	0
63317		526	+	178	=	0
63318		48	+	45	=	0
63319		275	+	235	=	0
63320		837	+	513	=	0
63321		873	+	361	=	0
63322		944	+	721	=	0
63323		419	+	815	=	0
63324		969	+	186	=	0
63325		232	+	714	=	0
63326		822	+	476	=	0
63327		806	+	78	=	0
63328		903	+	64	=	0
63329		390	+	296	=	0
63330		984	+	777	=	0
63331		458	+	13	=	0
63332		215	+	805	=	0
63333		148	+	771	=	0
63334		799	+	755	=	0
63335		577	+	159	=	0
63336		612	+	223	=	0
63337		238	+	791	=	0
63338		535	+	19	=	0
63339		785	+	969	=	0
63340		700	+	233	=	0
63341		188	+	99	=	0
63342		819	+	271	=	0
63343		845	+	189	=	0
63344		916	+	353	=	0
63345		129	+	572	=	0
63346		279	+	461	=	0
63347		858	+	488	=	0
63348		482	+	755	=	0
63349		623	+	440	=	0
63350		892	+	748	=	0
63351		948	+	724	=	0
63352		690	+	813	=	0
63353		961	+	595	=	0
63354		503	+	772	=	0
63355		647	+	766	=	0
63356		50	+	578	=	0
63357		879	+	468	=	0
63358		218	+	801	=	0
63359		469	+	952	=	0
63360		141	+	895	=	0
63361		54	+	225	=	0
63362		346	+	668	=	0
63363		30	+	104	=	0
63364		347	+	697	=	0
63365		238	+	207	=	0
63366		56	+	105	=	0
63367		36	+	408	=	0
63368		591	+	844	=	0
63369		946	+	947	=	0
63370		744	+	946	=	0
63371		595	+	852	=	0
63372		641	+	149	=	0
63373		555	+	341	=	0
63374		581	+	578	=	0
63375		175	+	607	=	0
63376		426	+	570	=	0
63377		414	+	615	=	0
63378		370	+	339	=	0
63379		798	+	119	=	0
63380		842	+	724	=	0
63381		897	+	626	=	0
63382		218	+	697	=	0
63383		185	+	372	=	0
63384		725	+	820	=	0
63385		178	+	625	=	0
63386		658	+	229	=	0
63387		687	+	21	=	0
63388		145	+	979	=	0
63389		936	+	372	=	0
63390		738	+	603	=	0
63391		154	+	771	=	0
63392		202	+	968	=	0
63393		160	+	166	=	0
63394		735	+	981	=	0
63395		912	+	931	=	0
63396		583	+	879	=	0
63397		745	+	151	=	0
63398		580	+	653	=	0
63399		900	+	296	=	0
63400		387	+	884	=	0
63401		416	+	699	=	0
63402		916	+	870	=	0
63403		138	+	351	=	0
63404		660	+	812	=	0
63405		893	+	514	=	0
63406		722	+	132	=	0
63407		991	+	346	=	0
63408		327	+	20	=	0
63409		396	+	134	=	0
63410		865	+	583	=	0
63411		54	+	694	=	0
63412		610	+	535	=	0
63413		541	+	0	=	0
63414		540	+	661	=	0
63415		380	+	237	=	0
63416		152	+	53	=	0
63417		36	+	843	=	0
63418		392	+	141	=	0
63419		93	+	532	=	0
63420		633	+	959	=	0
63421		538	+	551	=	0
63422		604	+	980	=	0
63423		732	+	382	=	0
63424		471	+	596	=	0
63425		698	+	375	=	0
63426		616	+	164	=	0
63427		832	+	775	=	0
63428		314	+	15	=	0
63429		517	+	524	=	0
63430		539	+	896	=	0
63431		753	+	537	=	0
63432		325	+	750	=	0
63433		655	+	864	=	0
63434		228	+	569	=	0
63435		855	+	75	=	0
63436		863	+	677	=	0
63437		295	+	867	=	0
63438		890	+	988	=	0
63439		819	+	445	=	0
63440		195	+	977	=	0
63441		259	+	578	=	0
63442		884	+	298	=	0
63443		548	+	454	=	0
63444		904	+	741	=	0
63445		826	+	907	=	0
63446		217	+	327	=	0
63447		76	+	454	=	0
63448		258	+	344	=	0
63449		968	+	98	=	0
63450		537	+	707	=	0
63451		960	+	636	=	0
63452		39	+	397	=	0
63453		669	+	215	=	0
63454		122	+	716	=	0
63455		692	+	785	=	0
63456		947	+	778	=	0
63457		278	+	261	=	0
63458		532	+	513	=	0
63459		668	+	298	=	0
63460		12	+	81	=	0
63461		554	+	165	=	0
63462		718	+	177	=	0
63463		564	+	458	=	0
63464		422	+	770	=	0
63465		983	+	713	=	0
63466		702	+	666	=	0
63467		337	+	319	=	0
63468		969	+	888	=	0
63469		939	+	105	=	0
63470		350	+	819	=	0
63471		877	+	864	=	0
63472		526	+	327	=	0
63473		803	+	546	=	0
63474		697	+	434	=	0
63475		583	+	253	=	0
63476		622	+	276	=	0
63477		176	+	378	=	0
63478		458	+	694	=	0
63479		665	+	775	=	0
63480		179	+	445	=	0
63481		484	+	13	=	0
63482		77	+	279	=	0
63483		841	+	748	=	0
63484		44	+	93	=	0
63485		233	+	955	=	0
63486		284	+	673	=	0
63487		672	+	364	=	0
63488		550	+	826	=	0
63489		891	+	847	=	0
63490		947	+	173	=	0
63491		382	+	550	=	0
63492		69	+	974	=	0
63493		169	+	994	=	0
63494		820	+	688	=	0
63495		452	+	308	=	0
63496		775	+	121	=	0
63497		104	+	598	=	0
63498		516	+	706	=	0
63499		24	+	459	=	0
63500		314	+	133	=	0
63501		920	+	475	=	0
63502		980	+	215	=	0
63503		228	+	644	=	0
63504		593	+	113	=	0
63505		213	+	718	=	0
63506		658	+	865	=	0
63507		80	+	565	=	0
63508		579	+	230	=	0
63509		631	+	525	=	0
63510		925	+	453	=	0
63511		692	+	409	=	0
63512		507	+	725	=	0
63513		482	+	436	=	0
63514		844	+	58	=	0
63515		366	+	204	=	0
63516		409	+	463	=	0
63517		983	+	515	=	0
63518		160	+	101	=	0
63519		162	+	584	=	0
63520		280	+	436	=	0
63521		913	+	773	=	0
63522		173	+	207	=	0
63523		621	+	194	=	0
63524		726	+	973	=	0
63525		129	+	83	=	0
63526		629	+	309	=	0
63527		617	+	646	=	0
63528		95	+	826	=	0
63529		107	+	23	=	0
63530		925	+	543	=	0
63531		508	+	487	=	0
63532		850	+	21	=	0
63533		414	+	914	=	0
63534		582	+	82	=	0
63535		785	+	975	=	0
63536		123	+	220	=	0
63537		288	+	694	=	0
63538		806	+	846	=	0
63539		109	+	246	=	0
63540		207	+	539	=	0
63541		847	+	612	=	0
63542		828	+	601	=	0
63543		83	+	570	=	0
63544		611	+	167	=	0
63545		241	+	991	=	0
63546		591	+	858	=	0
63547		785	+	724	=	0
63548		45	+	308	=	0
63549		54	+	719	=	0
63550		208	+	863	=	0
63551		569	+	595	=	0
63552		521	+	224	=	0
63553		105	+	296	=	0
63554		139	+	527	=	0
63555		577	+	279	=	0
63556		606	+	670	=	0
63557		514	+	888	=	0
63558		850	+	465	=	0
63559		411	+	951	=	0
63560		15	+	365	=	0
63561		462	+	573	=	0
63562		642	+	723	=	0
63563		230	+	315	=	0
63564		450	+	774	=	0
63565		518	+	204	=	0
63566		268	+	243	=	0
63567		147	+	899	=	0
63568		692	+	922	=	0
63569		212	+	923	=	0
63570		493	+	714	=	0
63571		56	+	534	=	0
63572		323	+	521	=	0
63573		633	+	520	=	0
63574		294	+	60	=	0
63575		80	+	468	=	0
63576		82	+	907	=	0
63577		658	+	527	=	0
63578		149	+	649	=	0
63579		265	+	108	=	0
63580		713	+	507	=	0
63581		966	+	544	=	0
63582		499	+	975	=	0
63583		613	+	864	=	0
63584		274	+	887	=	0
63585		537	+	823	=	0
63586		924	+	198	=	0
63587		898	+	467	=	0
63588		949	+	346	=	0
63589		557	+	714	=	0
63590		498	+	34	=	0
63591		35	+	554	=	0
63592		245	+	994	=	0
63593		259	+	750	=	0
63594		153	+	869	=	0
63595		780	+	936	=	0
63596		65	+	2	=	0
63597		406	+	979	=	0
63598		604	+	139	=	0
63599		225	+	376	=	0
63600		492	+	873	=	0
63601		553	+	4	=	0
63602		991	+	724	=	0
63603		224	+	519	=	0
63604		125	+	114	=	0
63605		644	+	744	=	0
63606		300	+	365	=	0
63607		379	+	87	=	0
63608		56	+	930	=	0
63609		243	+	435	=	0
63610		734	+	478	=	0
63611		823	+	309	=	0
63612		91	+	396	=	0
63613		87	+	349	=	0
63614		257	+	70	=	0
63615		935	+	540	=	0
63616		690	+	272	=	0
63617		507	+	610	=	0
63618		224	+	363	=	0
63619		545	+	808	=	0
63620		148	+	128	=	0
63621		104	+	248	=	0
63622		509	+	978	=	0
63623		376	+	164	=	0
63624		419	+	426	=	0
63625		202	+	908	=	0
63626		404	+	757	=	0
63627		368	+	493	=	0
63628		31	+	697	=	0
63629		640	+	790	=	0
63630		936	+	592	=	0
63631		86	+	444	=	0
63632		100	+	348	=	0
63633		728	+	617	=	0
63634		421	+	211	=	0
63635		69	+	672	=	0
63636		664	+	405	=	0
63637		920	+	164	=	0
63638		204	+	900	=	0
63639		986	+	97	=	0
63640		358	+	602	=	0
63641		430	+	795	=	0
63642		715	+	82	=	0
63643		89	+	662	=	0
63644		709	+	88	=	0
63645		706	+	342	=	0
63646		322	+	858	=	0
63647		22	+	856	=	0
63648		305	+	307	=	0
63649		855	+	65	=	0
63650		351	+	86	=	0
63651		397	+	197	=	0
63652		441	+	528	=	0
63653		389	+	562	=	0
63654		203	+	641	=	0
63655		866	+	647	=	0
63656		248	+	452	=	0
63657		377	+	551	=	0
63658		418	+	780	=	0
63659		818	+	746	=	0
63660		69	+	161	=	0
63661		700	+	805	=	0
63662		831	+	276	=	0
63663		943	+	529	=	0
63664		475	+	0	=	0
63665		304	+	594	=	0
63666		54	+	666	=	0
63667		360	+	385	=	0
63668		601	+	562	=	0
63669		886	+	44	=	0
63670		288	+	969	=	0
63671		63	+	20	=	0
63672		122	+	909	=	0
63673		963	+	999	=	0
63674		307	+	508	=	0
63675		81	+	352	=	0
63676		942	+	150	=	0
63677		654	+	884	=	0
63678		383	+	509	=	0
63679		514	+	429	=	0
63680		968	+	609	=	0
63681		571	+	444	=	0
63682		2	+	47	=	0
63683		182	+	219	=	0
63684		686	+	674	=	0
63685		27	+	345	=	0
63686		748	+	213	=	0
63687		857	+	177	=	0
63688		596	+	248	=	0
63689		490	+	29	=	0
63690		604	+	177	=	0
63691		336	+	839	=	0
63692		514	+	924	=	0
63693		144	+	809	=	0
63694		401	+	246	=	0
63695		94	+	974	=	0
63696		193	+	567	=	0
63697		697	+	920	=	0
63698		242	+	190	=	0
63699		784	+	362	=	0
63700		289	+	441	=	0
63701		813	+	497	=	0
63702		375	+	725	=	0
63703		921	+	759	=	0
63704		406	+	451	=	0
63705		272	+	128	=	0
63706		110	+	724	=	0
63707		198	+	713	=	0
63708		87	+	998	=	0
63709		987	+	181	=	0
63710		279	+	734	=	0
63711		667	+	26	=	0
63712		214	+	641	=	0
63713		33	+	924	=	0
63714		256	+	774	=	0
63715		13	+	0	=	0
63716		890	+	79	=	0
63717		251	+	900	=	0
63718		697	+	576	=	0
63719		86	+	389	=	0
63720		176	+	374	=	0
63721		164	+	848	=	0
63722		520	+	876	=	0
63723		748	+	765	=	0
63724		85	+	57	=	0
63725		150	+	433	=	0
63726		679	+	710	=	0
63727		218	+	667	=	0
63728		446	+	239	=	0
63729		475	+	657	=	0
63730		26	+	41	=	0
63731		877	+	228	=	0
63732		625	+	211	=	0
63733		893	+	786	=	0
63734		978	+	935	=	0
63735		416	+	602	=	0
63736		649	+	514	=	0
63737		103	+	341	=	0
63738		340	+	82	=	0
63739		457	+	699	=	0
63740		54	+	664	=	0
63741		73	+	595	=	0
63742		234	+	934	=	0
63743		586	+	728	=	0
63744		659	+	715	=	0
63745		232	+	224	=	0
63746		273	+	716	=	0
63747		617	+	358	=	0
63748		446	+	869	=	0
63749		371	+	451	=	0
63750		217	+	689	=	0
63751		136	+	456	=	0
63752		387	+	7	=	0
63753		568	+	591	=	0
63754		40	+	349	=	0
63755		493	+	435	=	0
63756		889	+	553	=	0
63757		813	+	997	=	0
63758		312	+	957	=	0
63759		379	+	952	=	0
63760		43	+	523	=	0
63761		823	+	24	=	0
63762		756	+	553	=	0
63763		327	+	686	=	0
63764		192	+	959	=	0
63765		630	+	23	=	0
63766		687	+	519	=	0
63767		628	+	686	=	0
63768		372	+	932	=	0
63769		119	+	182	=	0
63770		598	+	478	=	0
63771		488	+	109	=	0
63772		373	+	564	=	0
63773		433	+	101	=	0
63774		320	+	588	=	0
63775		61	+	69	=	0
63776		607	+	295	=	0
63777		544	+	520	=	0
63778		901	+	632	=	0
63779		105	+	188	=	0
63780		824	+	558	=	0
63781		157	+	766	=	0
63782		628	+	128	=	0
63783		975	+	244	=	0
63784		173	+	705	=	0
63785		324	+	762	=	0
63786		724	+	525	=	0
63787		931	+	841	=	0
63788		875	+	250	=	0
63789		77	+	901	=	0
63790		332	+	426	=	0
63791		25	+	254	=	0
63792		479	+	304	=	0
63793		540	+	82	=	0
63794		706	+	985	=	0
63795		671	+	592	=	0
63796		654	+	621	=	0
63797		985	+	240	=	0
63798		16	+	245	=	0
63799		950	+	530	=	0
63800		246	+	456	=	0
63801		832	+	580	=	0
63802		634	+	801	=	0
63803		309	+	663	=	0
63804		419	+	731	=	0
63805		434	+	524	=	0
63806		226	+	96	=	0
63807		662	+	899	=	0
63808		906	+	229	=	0
63809		962	+	837	=	0
63810		837	+	203	=	0
63811		976	+	307	=	0
63812		650	+	506	=	0
63813		456	+	837	=	0
63814		99	+	622	=	0
63815		955	+	696	=	0
63816		398	+	646	=	0
63817		370	+	482	=	0
63818		746	+	643	=	0
63819		503	+	360	=	0
63820		381	+	374	=	0
63821		502	+	162	=	0
63822		619	+	709	=	0
63823		989	+	612	=	0
63824		794	+	624	=	0
63825		42	+	48	=	0
63826		996	+	670	=	0
63827		596	+	955	=	0
63828		596	+	749	=	0
63829		460	+	550	=	0
63830		324	+	266	=	0
63831		157	+	574	=	0
63832		326	+	686	=	0
63833		906	+	845	=	0
63834		514	+	946	=	0
63835		320	+	930	=	0
63836		256	+	348	=	0
63837		828	+	607	=	0
63838		327	+	938	=	0
63839		949	+	217	=	0
63840		93	+	214	=	0
63841		92	+	45	=	0
63842		855	+	491	=	0
63843		571	+	609	=	0
63844		931	+	759	=	0
63845		733	+	201	=	0
63846		412	+	514	=	0
63847		45	+	676	=	0
63848		311	+	390	=	0
63849		793	+	718	=	0
63850		364	+	863	=	0
63851		32	+	286	=	0
63852		894	+	764	=	0
63853		33	+	715	=	0
63854		438	+	710	=	0
63855		182	+	986	=	0
63856		948	+	369	=	0
63857		665	+	987	=	0
63858		128	+	98	=	0
63859		870	+	862	=	0
63860		449	+	816	=	0
63861		250	+	448	=	0
63862		588	+	885	=	0
63863		641	+	802	=	0
63864		287	+	142	=	0
63865		622	+	907	=	0
63866		222	+	33	=	0
63867		303	+	861	=	0
63868		29	+	911	=	0
63869		519	+	942	=	0
63870		543	+	746	=	0
63871		256	+	640	=	0
63872		551	+	865	=	0
63873		928	+	170	=	0
63874		957	+	178	=	0
63875		156	+	912	=	0
63876		292	+	911	=	0
63877		835	+	545	=	0
63878		41	+	764	=	0
63879		596	+	128	=	0
63880		6	+	343	=	0
63881		833	+	358	=	0
63882		752	+	425	=	0
63883		494	+	229	=	0
63884		982	+	181	=	0
63885		765	+	576	=	0
63886		203	+	254	=	0
63887		668	+	417	=	0
63888		518	+	581	=	0
63889		826	+	650	=	0
63890		992	+	908	=	0
63891		949	+	785	=	0
63892		493	+	141	=	0
63893		624	+	582	=	0
63894		934	+	254	=	0
63895		483	+	886	=	0
63896		646	+	193	=	0
63897		875	+	309	=	0
63898		356	+	262	=	0
63899		124	+	256	=	0
63900		497	+	373	=	0
63901		28	+	737	=	0
63902		483	+	769	=	0
63903		609	+	934	=	0
63904		48	+	342	=	0
63905		614	+	620	=	0
63906		919	+	23	=	0
63907		306	+	879	=	0
63908		972	+	241	=	0
63909		761	+	709	=	0
63910		2	+	484	=	0
63911		808	+	917	=	0
63912		966	+	67	=	0
63913		43	+	370	=	0
63914		705	+	258	=	0
63915		177	+	716	=	0
63916		134	+	463	=	0
63917		874	+	145	=	0
63918		181	+	780	=	0
63919		664	+	327	=	0
63920		463	+	380	=	0
63921		92	+	334	=	0
63922		91	+	284	=	0
63923		370	+	580	=	0
63924		464	+	892	=	0
63925		239	+	680	=	0
63926		108	+	142	=	0
63927		306	+	347	=	0
63928		613	+	286	=	0
63929		177	+	212	=	0
63930		902	+	682	=	0
63931		565	+	603	=	0
63932		572	+	764	=	0
63933		953	+	352	=	0
63934		833	+	870	=	0
63935		111	+	949	=	0
63936		201	+	30	=	0
63937		604	+	649	=	0
63938		435	+	474	=	0
63939		285	+	23	=	0
63940		594	+	877	=	0
63941		594	+	614	=	0
63942		461	+	635	=	0
63943		801	+	218	=	0
63944		52	+	273	=	0
63945		662	+	875	=	0
63946		860	+	832	=	0
63947		825	+	124	=	0
63948		916	+	68	=	0
63949		689	+	742	=	0
63950		17	+	344	=	0
63951		696	+	62	=	0
63952		591	+	804	=	0
63953		111	+	485	=	0
63954		313	+	866	=	0
63955		820	+	255	=	0
63956		875	+	157	=	0
63957		672	+	159	=	0
63958		469	+	699	=	0
63959		886	+	88	=	0
63960		939	+	93	=	0
63961		425	+	926	=	0
63962		459	+	28	=	0
63963		261	+	703	=	0
63964		550	+	734	=	0
63965		817	+	764	=	0
63966		203	+	65	=	0
63967		787	+	684	=	0
63968		545	+	624	=	0
63969		812	+	899	=	0
63970		587	+	60	=	0
63971		437	+	542	=	0
63972		401	+	332	=	0
63973		331	+	331	=	0
63974		508	+	559	=	0
63975		776	+	663	=	0
63976		745	+	217	=	0
63977		10	+	607	=	0
63978		779	+	77	=	0
63979		263	+	211	=	0
63980		50	+	603	=	0
63981		153	+	0	=	0
63982		208	+	386	=	0
63983		982	+	278	=	0
63984		862	+	511	=	0
63985		219	+	473	=	0
63986		394	+	143	=	0
63987		67	+	131	=	0
63988		924	+	641	=	0
63989		810	+	978	=	0
63990		994	+	463	=	0
63991		151	+	397	=	0
63992		64	+	62	=	0
63993		665	+	149	=	0
63994		475	+	348	=	0
63995		225	+	506	=	0
63996		576	+	850	=	0
63997		521	+	332	=	0
63998		48	+	219	=	0
63999		507	+	755	=	0
64000		464	+	436	=	0
64001		693	+	161	=	0
64002		838	+	227	=	0
64003		259	+	718	=	0
64004		782	+	965	=	0
64005		822	+	548	=	0
64006		310	+	450	=	0
64007		84	+	428	=	0
64008		142	+	380	=	0
64009		559	+	920	=	0
64010		869	+	233	=	0
64011		930	+	891	=	0
64012		407	+	60	=	0
64013		594	+	470	=	0
64014		939	+	731	=	0
64015		817	+	781	=	0
64016		853	+	4	=	0
64017		601	+	977	=	0
64018		991	+	450	=	0
64019		799	+	447	=	0
64020		197	+	895	=	0
64021		693	+	785	=	0
64022		577	+	353	=	0
64023		877	+	411	=	0
64024		44	+	330	=	0
64025		795	+	888	=	0
64026		87	+	611	=	0
64027		859	+	350	=	0
64028		177	+	993	=	0
64029		818	+	496	=	0
64030		673	+	347	=	0
64031		529	+	163	=	0
64032		958	+	698	=	0
64033		623	+	307	=	0
64034		965	+	737	=	0
64035		862	+	214	=	0
64036		979	+	824	=	0
64037		530	+	569	=	0
64038		651	+	956	=	0
64039		461	+	378	=	0
64040		490	+	17	=	0
64041		630	+	86	=	0
64042		922	+	690	=	0
64043		418	+	620	=	0
64044		172	+	280	=	0
64045		956	+	785	=	0
64046		705	+	282	=	0
64047		650	+	997	=	0
64048		523	+	940	=	0
64049		288	+	830	=	0
64050		71	+	43	=	0
64051		321	+	827	=	0
64052		590	+	855	=	0
64053		746	+	844	=	0
64054		428	+	370	=	0
64055		225	+	649	=	0
64056		784	+	648	=	0
64057		326	+	608	=	0
64058		973	+	399	=	0
64059		178	+	651	=	0
64060		497	+	962	=	0
64061		77	+	616	=	0
64062		300	+	545	=	0
64063		956	+	291	=	0
64064		179	+	258	=	0
64065		363	+	361	=	0
64066		430	+	806	=	0
64067		974	+	79	=	0
64068		615	+	501	=	0
64069		71	+	618	=	0
64070		468	+	731	=	0
64071		723	+	224	=	0
64072		886	+	840	=	0
64073		462	+	687	=	0
64074		578	+	226	=	0
64075		168	+	844	=	0
64076		448	+	486	=	0
64077		799	+	263	=	0
64078		923	+	631	=	0
64079		311	+	269	=	0
64080		680	+	589	=	0
64081		232	+	246	=	0
64082		58	+	258	=	0
64083		551	+	976	=	0
64084		453	+	377	=	0
64085		776	+	268	=	0
64086		906	+	200	=	0
64087		970	+	551	=	0
64088		571	+	848	=	0
64089		923	+	84	=	0
64090		39	+	146	=	0
64091		582	+	279	=	0
64092		832	+	173	=	0
64093		817	+	901	=	0
64094		539	+	597	=	0
64095		44	+	371	=	0
64096		128	+	45	=	0
64097		519	+	964	=	0
64098		547	+	192	=	0
64099		708	+	975	=	0
64100		162	+	276	=	0
64101		677	+	232	=	0
64102		79	+	425	=	0
64103		607	+	294	=	0
64104		808	+	873	=	0
64105		375	+	461	=	0
64106		398	+	464	=	0
64107		771	+	789	=	0
64108		187	+	518	=	0
64109		836	+	538	=	0
64110		855	+	218	=	0
64111		946	+	253	=	0
64112		284	+	609	=	0
64113		233	+	59	=	0
64114		689	+	352	=	0
64115		796	+	517	=	0
64116		684	+	630	=	0
64117		671	+	320	=	0
64118		291	+	613	=	0
64119		272	+	101	=	0
64120		845	+	219	=	0
64121		329	+	11	=	0
64122		197	+	204	=	0
64123		319	+	884	=	0
64124		327	+	658	=	0
64125		175	+	246	=	0
64126		310	+	599	=	0
64127		202	+	19	=	0
64128		724	+	906	=	0
64129		853	+	907	=	0
64130		11	+	577	=	0
64131		559	+	952	=	0
64132		780	+	278	=	0
64133		429	+	866	=	0
64134		886	+	229	=	0
64135		464	+	300	=	0
64136		122	+	829	=	0
64137		841	+	527	=	0
64138		21	+	949	=	0
64139		435	+	830	=	0
64140		493	+	136	=	0
64141		394	+	161	=	0
64142		383	+	332	=	0
64143		923	+	757	=	0
64144		912	+	503	=	0
64145		708	+	716	=	0
64146		82	+	428	=	0
64147		205	+	922	=	0
64148		866	+	933	=	0
64149		471	+	112	=	0
64150		408	+	760	=	0
64151		908	+	972	=	0
64152		895	+	591	=	0
64153		744	+	168	=	0
64154		349	+	771	=	0
64155		790	+	569	=	0
64156		509	+	601	=	0
64157		901	+	323	=	0
64158		219	+	800	=	0
64159		149	+	4	=	0
64160		431	+	73	=	0
64161		205	+	62	=	0
64162		902	+	24	=	0
64163		871	+	441	=	0
64164		942	+	250	=	0
64165		326	+	592	=	0
64166		441	+	719	=	0
64167		494	+	107	=	0
64168		307	+	499	=	0
64169		181	+	621	=	0
64170		239	+	535	=	0
64171		984	+	263	=	0
64172		86	+	413	=	0
64173		649	+	532	=	0
64174		538	+	412	=	0
64175		384	+	974	=	0
64176		755	+	696	=	0
64177		992	+	818	=	0
64178		743	+	974	=	0
64179		851	+	279	=	0
64180		663	+	990	=	0
64181		369	+	676	=	0
64182		536	+	410	=	0
64183		805	+	450	=	0
64184		623	+	718	=	0
64185		144	+	480	=	0
64186		945	+	665	=	0
64187		778	+	286	=	0
64188		290	+	35	=	0
64189		901	+	493	=	0
64190		724	+	599	=	0
64191		525	+	173	=	0
64192		938	+	859	=	0
64193		565	+	454	=	0
64194		381	+	677	=	0
64195		140	+	187	=	0
64196		39	+	857	=	0
64197		216	+	331	=	0
64198		446	+	392	=	0
64199		817	+	658	=	0
64200		227	+	59	=	0
64201		633	+	632	=	0
64202		228	+	768	=	0
64203		859	+	464	=	0
64204		303	+	340	=	0
64205		698	+	436	=	0
64206		200	+	50	=	0
64207		163	+	711	=	0
64208		157	+	690	=	0
64209		733	+	43	=	0
64210		327	+	326	=	0
64211		655	+	596	=	0
64212		660	+	122	=	0
64213		867	+	125	=	0
64214		499	+	250	=	0
64215		739	+	905	=	0
64216		87	+	967	=	0
64217		961	+	29	=	0
64218		584	+	317	=	0
64219		147	+	604	=	0
64220		198	+	607	=	0
64221		158	+	730	=	0
64222		896	+	476	=	0
64223		818	+	526	=	0
64224		708	+	727	=	0
64225		847	+	722	=	0
64226		63	+	601	=	0
64227		478	+	156	=	0
64228		543	+	73	=	0
64229		331	+	922	=	0
64230		687	+	591	=	0
64231		634	+	49	=	0
64232		595	+	301	=	0
64233		751	+	759	=	0
64234		13	+	271	=	0
64235		418	+	194	=	0
64236		863	+	757	=	0
64237		947	+	40	=	0
64238		938	+	150	=	0
64239		939	+	160	=	0
64240		542	+	375	=	0
64241		267	+	225	=	0
64242		571	+	741	=	0
64243		152	+	730	=	0
64244		288	+	31	=	0
64245		928	+	954	=	0
64246		809	+	47	=	0
64247		102	+	393	=	0
64248		958	+	323	=	0
64249		708	+	206	=	0
64250		250	+	847	=	0
64251		913	+	706	=	0
64252		610	+	349	=	0
64253		809	+	396	=	0
64254		959	+	64	=	0
64255		669	+	679	=	0
64256		429	+	757	=	0
64257		738	+	890	=	0
64258		340	+	706	=	0
64259		614	+	630	=	0
64260		614	+	28	=	0
64261		520	+	285	=	0
64262		99	+	276	=	0
64263		63	+	992	=	0
64264		42	+	937	=	0
64265		543	+	122	=	0
64266		769	+	820	=	0
64267		335	+	60	=	0
64268		102	+	888	=	0
64269		262	+	128	=	0
64270		95	+	537	=	0
64271		544	+	594	=	0
64272		23	+	558	=	0
64273		11	+	347	=	0
64274		362	+	554	=	0
64275		263	+	384	=	0
64276		595	+	503	=	0
64277		285	+	43	=	0
64278		827	+	956	=	0
64279		438	+	816	=	0
64280		525	+	921	=	0
64281		280	+	323	=	0
64282		776	+	687	=	0
64283		13	+	928	=	0
64284		589	+	214	=	0
64285		140	+	931	=	0
64286		985	+	609	=	0
64287		332	+	633	=	0
64288		333	+	413	=	0
64289		150	+	598	=	0
64290		60	+	58	=	0
64291		659	+	504	=	0
64292		957	+	769	=	0
64293		246	+	492	=	0
64294		466	+	23	=	0
64295		539	+	816	=	0
64296		280	+	992	=	0
64297		791	+	225	=	0
64298		752	+	40	=	0
64299		970	+	126	=	0
64300		741	+	342	=	0
64301		819	+	100	=	0
64302		471	+	650	=	0
64303		658	+	739	=	0
64304		255	+	360	=	0
64305		532	+	473	=	0
64306		436	+	789	=	0
64307		58	+	182	=	0
64308		13	+	777	=	0
64309		667	+	656	=	0
64310		528	+	742	=	0
64311		140	+	928	=	0
64312		227	+	745	=	0
64313		725	+	308	=	0
64314		145	+	422	=	0
64315		158	+	222	=	0
64316		279	+	696	=	0
64317		753	+	229	=	0
64318		431	+	745	=	0
64319		913	+	770	=	0
64320		804	+	311	=	0
64321		76	+	638	=	0
64322		920	+	569	=	0
64323		109	+	594	=	0
64324		731	+	888	=	0
64325		125	+	232	=	0
64326		493	+	329	=	0
64327		179	+	0	=	0
64328		173	+	409	=	0
64329		505	+	420	=	0
64330		906	+	706	=	0
64331		993	+	232	=	0
64332		114	+	110	=	0
64333		944	+	741	=	0
64334		946	+	777	=	0
64335		346	+	869	=	0
64336		350	+	819	=	0
64337		246	+	820	=	0
64338		449	+	14	=	0
64339		691	+	597	=	0
64340		126	+	638	=	0
64341		811	+	674	=	0
64342		808	+	327	=	0
64343		519	+	400	=	0
64344		816	+	395	=	0
64345		404	+	474	=	0
