index		a[]	+	b[]	=	c[]
46012		201	+	309	=	510
46013		14	+	306	=	320
46014		482	+	379	=	861
46015		978	+	788	=	1766
46016		746	+	282	=	1028
46017		569	+	210	=	779
46018		769	+	273	=	1042
46019		496	+	109	=	605
46020		400	+	955	=	1355
46021		255	+	789	=	1044
46022		375	+	796	=	1171
46023		829	+	214	=	1043
46024		206	+	762	=	968
46025		652	+	848	=	1500
46026		883	+	548	=	1431
46027		710	+	831	=	1541
46028		171	+	631	=	802
46029		399	+	259	=	658
46030		532	+	78	=	610
46031		125	+	264	=	389
46032		442	+	570	=	1012
46033		774	+	0	=	774
46034		177	+	507	=	684
46035		281	+	103	=	384
46036		947	+	101	=	1048
46037		744	+	616	=	1360
46038		89	+	639	=	728
46039		284	+	23	=	307
46040		135	+	888	=	1023
46041		737	+	54	=	791
46042		412	+	82	=	494
46043		299	+	996	=	1295
46044		903	+	435	=	1338
46045		657	+	10	=	667
46046		456	+	90	=	546
46047		585	+	592	=	1177
46048		598	+	679	=	1277
46049		309	+	424	=	733
46050		741	+	30	=	771
46051		149	+	224	=	373
46052		595	+	342	=	937
46053		909	+	622	=	1531
46054		18	+	493	=	511
46055		967	+	31	=	998
46056		264	+	246	=	510
46057		628	+	561	=	1189
46058		805	+	877	=	1682
46059		304	+	778	=	1082
46060		973	+	258	=	1231
46061		299	+	609	=	908
46062		232	+	533	=	765
46063		423	+	771	=	1194
46064		782	+	401	=	1183
46065		454	+	368	=	822
46066		830	+	700	=	1530
46067		492	+	951	=	1443
46068		328	+	453	=	781
46069		686	+	351	=	1037
46070		346	+	71	=	417
46071		793	+	928	=	1721
46072		184	+	717	=	901
46073		877	+	673	=	1550
46074		184	+	534	=	718
46075		883	+	499	=	1382
46076		541	+	580	=	1121
46077		917	+	934	=	1851
46078		642	+	783	=	1425
46079		398	+	947	=	1345
46080		145	+	703	=	848
46081		34	+	481	=	515
46082		780	+	626	=	1406
46083		631	+	980	=	1611
46084		484	+	83	=	567
46085		859	+	787	=	1646
46086		920	+	180	=	1100
46087		367	+	385	=	752
46088		377	+	821	=	1198
46089		349	+	222	=	571
46090		635	+	909	=	1544
46091		823	+	998	=	1821
46092		350	+	216	=	566
46093		952	+	235	=	1187
46094		670	+	545	=	1215
46095		198	+	783	=	981
46096		960	+	426	=	1386
46097		952	+	84	=	1036
46098		967	+	946	=	1913
46099		116	+	455	=	571
46100		517	+	751	=	1268
46101		453	+	674	=	1127
46102		629	+	885	=	1514
46103		691	+	754	=	1445
46104		441	+	253	=	694
46105		451	+	408	=	859
46106		519	+	185	=	704
46107		833	+	259	=	1092
46108		106	+	158	=	264
46109		851	+	54	=	905
46110		110	+	475	=	585
46111		440	+	854	=	1294
46112		387	+	586	=	973
46113		888	+	24	=	912
46114		966	+	356	=	1322
46115		589	+	504	=	1093
46116		541	+	154	=	695
46117		339	+	356	=	695
46118		97	+	737	=	834
46119		996	+	370	=	1366
46120		561	+	45	=	606
46121		904	+	31	=	935
46122		164	+	266	=	430
46123		323	+	19	=	342
46124		23	+	575	=	598
46125		606	+	305	=	911
46126		416	+	556	=	972
46127		667	+	490	=	1157
46128		170	+	301	=	471
46129		67	+	748	=	815
46130		859	+	504	=	1363
46131		458	+	471	=	929
46132		482	+	395	=	877
46133		934	+	313	=	1247
46134		452	+	617	=	1069
46135		139	+	19	=	158
46136		577	+	711	=	1288
46137		739	+	956	=	1695
46138		402	+	385	=	787
46139		396	+	692	=	1088
46140		510	+	739	=	1249
46141		290	+	731	=	1021
46142		86	+	261	=	347
46143		583	+	930	=	1513
46144		477	+	638	=	1115
46145		328	+	306	=	634
46146		460	+	132	=	592
46147		986	+	613	=	1599
46148		157	+	219	=	376
46149		196	+	786	=	982
46150		254	+	125	=	379
46151		207	+	468	=	675
46152		912	+	97	=	1009
46153		764	+	877	=	1641
46154		801	+	726	=	1527
46155		780	+	215	=	995
46156		559	+	329	=	888
46157		286	+	372	=	658
46158		582	+	621	=	1203
46159		124	+	934	=	1058
46160		755	+	531	=	1286
46161		751	+	809	=	1560
46162		858	+	475	=	1333
46163		437	+	472	=	909
46164		501	+	10	=	511
46165		167	+	149	=	316
46166		638	+	420	=	1058
46167		680	+	397	=	1077
46168		879	+	227	=	1106
46169		635	+	91	=	726
46170		664	+	568	=	1232
46171		204	+	900	=	1104
46172		281	+	434	=	715
46173		522	+	403	=	925
46174		641	+	157	=	798
46175		83	+	174	=	257
46176		414	+	325	=	739
46177		497	+	737	=	1234
46178		109	+	787	=	896
46179		931	+	969	=	1900
46180		572	+	23	=	595
46181		663	+	379	=	1042
46182		942	+	918	=	1860
46183		966	+	6	=	972
46184		911	+	766	=	1677
46185		17	+	495	=	512
46186		568	+	680	=	1248
46187		19	+	348	=	367
46188		678	+	317	=	995
46189		471	+	66	=	537
46190		198	+	949	=	1147
46191		251	+	306	=	557
46192		908	+	771	=	1679
46193		36	+	866	=	902
46194		4	+	581	=	585
46195		589	+	313	=	902
46196		776	+	226	=	1002
46197		346	+	213	=	559
46198		468	+	829	=	1297
46199		706	+	408	=	1114
46200		22	+	785	=	807
46201		421	+	511	=	932
46202		57	+	85	=	142
46203		41	+	69	=	110
46204		100	+	579	=	679
46205		915	+	200	=	1115
46206		231	+	796	=	1027
46207		813	+	203	=	1016
46208		582	+	494	=	1076
46209		387	+	572	=	959
46210		609	+	696	=	1305
46211		922	+	622	=	1544
46212		410	+	460	=	870
46213		354	+	57	=	411
46214		561	+	614	=	1175
46215		627	+	697	=	1324
46216		652	+	997	=	1649
46217		367	+	237	=	604
46218		411	+	368	=	779
46219		247	+	561	=	808
46220		252	+	763	=	1015
46221		721	+	941	=	1662
46222		682	+	826	=	1508
46223		879	+	415	=	1294
46224		435	+	293	=	728
46225		107	+	831	=	938
46226		418	+	692	=	1110
46227		370	+	234	=	604
46228		354	+	669	=	1023
46229		975	+	617	=	1592
46230		532	+	996	=	1528
46231		994	+	186	=	1180
46232		59	+	754	=	813
46233		224	+	759	=	983
46234		414	+	369	=	783
46235		540	+	766	=	1306
46236		726	+	54	=	780
46237		990	+	330	=	1320
46238		464	+	656	=	1120
46239		259	+	15	=	274
46240		517	+	609	=	1126
46241		606	+	451	=	1057
46242		504	+	923	=	1427
46243		302	+	467	=	769
46244		912	+	508	=	1420
46245		503	+	660	=	1163
46246		199	+	21	=	220
46247		157	+	635	=	792
46248		154	+	583	=	737
46249		903	+	839	=	1742
46250		585	+	951	=	1536
46251		288	+	614	=	902
46252		465	+	276	=	741
46253		212	+	165	=	377
46254		761	+	462	=	1223
46255		689	+	452	=	1141
46256		298	+	753	=	1051
46257		531	+	72	=	603
46258		603	+	531	=	1134
46259		549	+	91	=	640
46260		435	+	506	=	941
46261		12	+	89	=	101
46262		576	+	457	=	1033
46263		702	+	21	=	723
46264		664	+	885	=	1549
46265		860	+	764	=	1624
46266		950	+	3	=	953
46267		484	+	943	=	1427
46268		303	+	428	=	731
46269		882	+	383	=	1265
46270		261	+	139	=	400
46271		63	+	228	=	291
46272		603	+	983	=	1586
46273		146	+	167	=	313
46274		259	+	916	=	1175
46275		335	+	321	=	656
46276		701	+	831	=	1532
46277		421	+	874	=	1295
46278		488	+	633	=	1121
46279		141	+	534	=	675
46280		742	+	467	=	1209
46281		863	+	422	=	1285
46282		267	+	204	=	471
46283		583	+	883	=	1466
46284		654	+	847	=	1501
46285		808	+	752	=	1560
46286		619	+	144	=	763
46287		743	+	225	=	968
46288		840	+	424	=	1264
46289		492	+	38	=	530
46290		447	+	735	=	1182
46291		813	+	356	=	1169
46292		68	+	58	=	126
46293		963	+	46	=	1009
46294		727	+	365	=	1092
46295		144	+	816	=	960
46296		124	+	778	=	902
46297		457	+	68	=	525
46298		33	+	955	=	988
46299		737	+	937	=	1674
46300		359	+	580	=	939
46301		111	+	105	=	216
46302		229	+	957	=	1186
46303		481	+	73	=	554
46304		73	+	846	=	919
46305		152	+	590	=	742
46306		416	+	436	=	852
46307		598	+	78	=	676
46308		785	+	171	=	956
46309		877	+	773	=	1650
46310		285	+	28	=	313
46311		313	+	721	=	1034
46312		897	+	442	=	1339
46313		33	+	488	=	521
46314		479	+	751	=	1230
46315		491	+	897	=	1388
46316		74	+	548	=	622
46317		686	+	872	=	1558
46318		753	+	81	=	834
46319		723	+	390	=	1113
46320		486	+	193	=	679
46321		22	+	560	=	582
46322		687	+	490	=	1177
46323		466	+	886	=	1352
46324		452	+	27	=	479
46325		251	+	983	=	1234
46326		194	+	255	=	449
46327		944	+	91	=	1035
46328		343	+	186	=	529
46329		528	+	833	=	1361
46330		879	+	41	=	920
46331		84	+	699	=	783
46332		575	+	78	=	653
46333		277	+	319	=	596
46334		592	+	276	=	868
46335		615	+	703	=	1318
46336		614	+	280	=	894
46337		79	+	514	=	593
46338		442	+	161	=	603
46339		353	+	556	=	909
46340		788	+	658	=	1446
46341		718	+	276	=	994
46342		221	+	701	=	922
46343		491	+	445	=	936
46344		252	+	682	=	934
46345		421	+	623	=	1044
46346		167	+	600	=	767
46347		452	+	31	=	483
46348		525	+	371	=	896
46349		405	+	308	=	713
46350		578	+	327	=	905
46351		461	+	291	=	752
46352		578	+	332	=	910
46353		842	+	86	=	928
46354		209	+	203	=	412
46355		660	+	152	=	812
46356		635	+	735	=	1370
46357		684	+	12	=	696
46358		871	+	279	=	1150
46359		644	+	751	=	1395
46360		377	+	475	=	852
46361		504	+	139	=	643
46362		321	+	461	=	782
46363		923	+	29	=	952
46364		710	+	803	=	1513
46365		669	+	769	=	1438
46366		886	+	578	=	1464
46367		491	+	348	=	839
46368		690	+	981	=	1671
46369		839	+	43	=	882
46370		414	+	157	=	571
46371		946	+	650	=	1596
46372		951	+	571	=	1522
46373		407	+	455	=	862
46374		384	+	460	=	844
46375		178	+	497	=	675
46376		518	+	517	=	1035
46377		345	+	331	=	676
46378		818	+	912	=	1730
46379		290	+	277	=	567
46380		496	+	157	=	653
46381		677	+	228	=	905
46382		358	+	324	=	682
46383		635	+	585	=	1220
46384		78	+	497	=	575
46385		215	+	216	=	431
46386		519	+	826	=	1345
46387		700	+	778	=	1478
46388		49	+	117	=	166
46389		151	+	397	=	548
46390		736	+	205	=	941
46391		406	+	82	=	488
46392		899	+	631	=	1530
46393		129	+	144	=	273
46394		109	+	32	=	141
46395		504	+	879	=	1383
46396		676	+	90	=	766
46397		654	+	279	=	933
46398		104	+	726	=	830
46399		980	+	626	=	1606
46400		222	+	563	=	785
46401		889	+	735	=	1624
46402		493	+	568	=	1061
46403		104	+	176	=	280
46404		897	+	270	=	1167
46405		795	+	767	=	1562
46406		175	+	34	=	209
46407		959	+	124	=	1083
46408		560	+	354	=	914
46409		279	+	962	=	1241
46410		145	+	926	=	1071
46411		214	+	315	=	529
46412		321	+	897	=	1218
46413		831	+	649	=	1480
46414		741	+	127	=	868
46415		311	+	79	=	390
46416		25	+	729	=	754
46417		93	+	631	=	724
46418		504	+	231	=	735
46419		272	+	237	=	509
46420		510	+	262	=	772
46421		227	+	19	=	246
46422		148	+	722	=	870
46423		5	+	222	=	227
46424		196	+	789	=	985
46425		68	+	162	=	230
46426		77	+	721	=	798
46427		226	+	586	=	812
46428		233	+	818	=	1051
46429		752	+	594	=	1346
46430		85	+	968	=	1053
46431		339	+	536	=	875
46432		209	+	956	=	1165
46433		372	+	232	=	604
46434		760	+	456	=	1216
46435		476	+	31	=	507
46436		866	+	500	=	1366
46437		879	+	515	=	1394
46438		144	+	534	=	678
46439		800	+	425	=	1225
46440		856	+	985	=	1841
46441		542	+	254	=	796
46442		635	+	570	=	1205
46443		46	+	370	=	416
46444		722	+	431	=	1153
46445		41	+	738	=	779
46446		992	+	176	=	1168
46447		936	+	733	=	1669
46448		148	+	379	=	527
46449		44	+	930	=	974
46450		669	+	907	=	1576
46451		915	+	616	=	1531
46452		219	+	336	=	555
46453		32	+	141	=	173
46454		620	+	829	=	1449
46455		601	+	459	=	1060
46456		708	+	398	=	1106
46457		831	+	352	=	1183
46458		209	+	112	=	321
46459		106	+	100	=	206
46460		62	+	22	=	84
46461		99	+	537	=	636
46462		517	+	705	=	1222
46463		670	+	694	=	1364
46464		803	+	775	=	1578
46465		512	+	21	=	533
46466		910	+	503	=	1413
46467		253	+	262	=	515
46468		482	+	924	=	1406
46469		741	+	387	=	1128
46470		997	+	920	=	1917
46471		55	+	573	=	628
46472		272	+	123	=	395
46473		607	+	94	=	701
46474		231	+	316	=	547
46475		764	+	353	=	1117
46476		35	+	983	=	1018
46477		637	+	279	=	916
46478		757	+	296	=	1053
46479		806	+	588	=	1394
46480		21	+	23	=	44
46481		717	+	329	=	1046
46482		133	+	957	=	1090
46483		314	+	922	=	1236
46484		455	+	661	=	1116
46485		142	+	107	=	249
46486		742	+	678	=	1420
46487		739	+	695	=	1434
46488		188	+	128	=	316
46489		852	+	258	=	1110
46490		103	+	406	=	509
46491		542	+	992	=	1534
46492		153	+	883	=	1036
46493		448	+	852	=	1300
46494		241	+	415	=	656
46495		999	+	333	=	1332
46496		4	+	948	=	952
46497		685	+	278	=	963
46498		256	+	236	=	492
46499		83	+	533	=	616
46500		754	+	286	=	1040
46501		380	+	223	=	603
46502		518	+	768	=	1286
46503		923	+	202	=	1125
46504		519	+	791	=	1310
46505		560	+	450	=	1010
46506		728	+	93	=	821
46507		424	+	256	=	680
46508		746	+	930	=	1676
46509		331	+	440	=	771
46510		302	+	390	=	692
46511		369	+	66	=	435
46512		70	+	13	=	83
46513		215	+	124	=	339
46514		168	+	101	=	269
46515		6	+	246	=	252
46516		419	+	708	=	1127
46517		214	+	950	=	1164
46518		260	+	342	=	602
46519		809	+	684	=	1493
46520		610	+	429	=	1039
46521		106	+	576	=	682
46522		977	+	649	=	1626
46523		552	+	443	=	995
46524		956	+	203	=	1159
46525		934	+	364	=	1298
46526		479	+	500	=	979
46527		197	+	604	=	801
46528		196	+	91	=	287
46529		651	+	491	=	1142
46530		260	+	335	=	595
46531		926	+	660	=	1586
46532		305	+	482	=	787
46533		644	+	175	=	819
46534		873	+	575	=	1448
46535		525	+	487	=	1012
46536		461	+	701	=	1162
46537		875	+	443	=	1318
46538		763	+	139	=	902
46539		232	+	224	=	456
46540		657	+	959	=	1616
46541		681	+	6	=	687
46542		43	+	50	=	93
46543		458	+	745	=	1203
46544		406	+	158	=	564
46545		418	+	68	=	486
46546		894	+	979	=	1873
46547		144	+	825	=	969
46548		157	+	30	=	187
46549		286	+	548	=	834
46550		533	+	435	=	968
46551		357	+	865	=	1222
46552		728	+	437	=	1165
46553		794	+	851	=	1645
46554		430	+	347	=	777
46555		767	+	790	=	1557
46556		231	+	861	=	1092
46557		309	+	815	=	1124
46558		537	+	903	=	1440
46559		520	+	739	=	1259
46560		148	+	133	=	281
46561		251	+	837	=	1088
46562		468	+	97	=	565
46563		894	+	772	=	1666
46564		607	+	488	=	1095
46565		765	+	84	=	849
46566		384	+	147	=	531
46567		59	+	292	=	351
46568		347	+	877	=	1224
46569		871	+	40	=	911
46570		130	+	849	=	979
46571		782	+	783	=	1565
46572		255	+	446	=	701
46573		633	+	376	=	1009
46574		474	+	948	=	1422
46575		216	+	48	=	264
46576		454	+	577	=	1031
46577		663	+	456	=	1119
46578		583	+	544	=	1127
46579		567	+	749	=	1316
46580		639	+	330	=	969
46581		16	+	399	=	415
46582		73	+	495	=	568
46583		543	+	222	=	765
46584		213	+	134	=	347
46585		659	+	10	=	669
46586		446	+	779	=	1225
46587		204	+	754	=	958
46588		120	+	657	=	777
46589		477	+	799	=	1276
46590		638	+	561	=	1199
46591		73	+	354	=	427
46592		11	+	689	=	700
46593		244	+	571	=	815
46594		575	+	432	=	1007
46595		252	+	684	=	936
46596		820	+	969	=	1789
46597		824	+	637	=	1461
46598		986	+	983	=	1969
46599		647	+	329	=	976
46600		272	+	264	=	536
46601		20	+	129	=	149
46602		235	+	996	=	1231
46603		281	+	775	=	1056
46604		876	+	847	=	1723
46605		746	+	334	=	1080
46606		781	+	909	=	1690
46607		11	+	552	=	563
46608		556	+	310	=	866
46609		364	+	504	=	868
46610		588	+	667	=	1255
46611		428	+	257	=	685
46612		144	+	927	=	1071
46613		212	+	614	=	826
46614		473	+	441	=	914
46615		141	+	196	=	337
46616		122	+	658	=	780
46617		365	+	597	=	962
46618		858	+	682	=	1540
46619		261	+	366	=	627
46620		921	+	8	=	929
46621		423	+	291	=	714
46622		623	+	185	=	808
46623		879	+	450	=	1329
46624		17	+	455	=	472
46625		238	+	333	=	571
46626		662	+	406	=	1068
46627		575	+	828	=	1403
46628		417	+	900	=	1317
46629		52	+	906	=	958
46630		695	+	424	=	1119
46631		488	+	927	=	1415
46632		716	+	652	=	1368
46633		643	+	446	=	1089
46634		873	+	973	=	1846
46635		785	+	263	=	1048
46636		8	+	539	=	547
46637		500	+	48	=	548
46638		691	+	604	=	1295
46639		987	+	912	=	1899
46640		906	+	13	=	919
46641		859	+	44	=	903
46642		412	+	836	=	1248
46643		29	+	973	=	1002
46644		104	+	760	=	864
46645		528	+	226	=	754
46646		244	+	42	=	286
46647		313	+	306	=	619
46648		126	+	224	=	350
46649		424	+	540	=	964
46650		648	+	103	=	751
46651		956	+	115	=	1071
46652		777	+	712	=	1489
46653		50	+	116	=	166
46654		946	+	407	=	1353
46655		810	+	410	=	1220
46656		855	+	512	=	1367
46657		994	+	916	=	1910
46658		423	+	163	=	586
46659		359	+	716	=	1075
46660		789	+	946	=	1735
46661		833	+	580	=	1413
46662		216	+	431	=	647
46663		167	+	565	=	732
46664		543	+	987	=	1530
46665		979	+	576	=	1555
46666		217	+	789	=	1006
46667		271	+	88	=	359
46668		220	+	744	=	964
46669		455	+	303	=	758
46670		620	+	857	=	1477
46671		977	+	936	=	1913
46672		79	+	423	=	502
46673		795	+	293	=	1088
46674		479	+	155	=	634
46675		292	+	834	=	1126
46676		104	+	378	=	482
46677		238	+	345	=	583
46678		210	+	216	=	426
46679		66	+	688	=	754
46680		512	+	968	=	1480
46681		732	+	616	=	1348
46682		418	+	778	=	1196
46683		688	+	799	=	1487
46684		217	+	187	=	404
46685		110	+	16	=	126
46686		681	+	243	=	924
46687		354	+	698	=	1052
46688		988	+	91	=	1079
46689		887	+	422	=	1309
46690		404	+	533	=	937
46691		485	+	781	=	1266
46692		408	+	849	=	1257
46693		863	+	962	=	1825
46694		99	+	349	=	448
46695		186	+	571	=	757
46696		234	+	829	=	1063
46697		116	+	789	=	905
46698		293	+	835	=	1128
46699		561	+	544	=	1105
46700		231	+	537	=	768
46701		788	+	497	=	1285
46702		833	+	108	=	941
46703		428	+	584	=	1012
46704		36	+	731	=	767
46705		741	+	81	=	822
46706		990	+	345	=	1335
46707		520	+	230	=	750
46708		574	+	23	=	597
46709		301	+	469	=	770
46710		419	+	501	=	920
46711		96	+	862	=	958
46712		723	+	874	=	1597
46713		338	+	56	=	394
46714		384	+	755	=	1139
46715		706	+	372	=	1078
46716		383	+	696	=	1079
46717		739	+	585	=	1324
46718		284	+	789	=	1073
46719		152	+	698	=	850
46720		568	+	504	=	1072
46721		373	+	645	=	1018
46722		300	+	662	=	962
46723		911	+	70	=	981
46724		899	+	739	=	1638
46725		759	+	740	=	1499
46726		746	+	137	=	883
46727		363	+	657	=	1020
46728		883	+	584	=	1467
46729		990	+	439	=	1429
46730		740	+	120	=	860
46731		866	+	9	=	875
46732		145	+	675	=	820
46733		594	+	184	=	778
46734		745	+	414	=	1159
46735		404	+	128	=	532
46736		815	+	441	=	1256
46737		879	+	91	=	970
46738		367	+	45	=	412
46739		866	+	635	=	1501
46740		565	+	478	=	1043
46741		221	+	245	=	466
46742		928	+	513	=	1441
46743		180	+	268	=	448
46744		508	+	311	=	819
46745		137	+	100	=	237
46746		144	+	2	=	146
46747		176	+	169	=	345
46748		341	+	656	=	997
46749		458	+	799	=	1257
46750		361	+	830	=	1191
46751		458	+	411	=	869
46752		363	+	983	=	1346
46753		596	+	225	=	821
46754		959	+	613	=	1572
46755		519	+	247	=	766
46756		36	+	127	=	163
46757		752	+	754	=	1506
46758		13	+	139	=	152
46759		433	+	920	=	1353
46760		741	+	814	=	1555
46761		690	+	262	=	952
46762		886	+	34	=	920
46763		239	+	243	=	482
46764		915	+	231	=	1146
46765		49	+	764	=	813
46766		852	+	446	=	1298
46767		818	+	297	=	1115
46768		914	+	441	=	1355
46769		11	+	688	=	699
46770		348	+	975	=	1323
46771		400	+	905	=	1305
46772		738	+	215	=	953
46773		423	+	170	=	593
46774		16	+	322	=	338
46775		708	+	891	=	1599
46776		77	+	262	=	339
46777		641	+	212	=	853
46778		452	+	104	=	556
46779		580	+	374	=	954
46780		698	+	634	=	1332
46781		633	+	248	=	881
46782		602	+	461	=	1063
46783		146	+	219	=	365
46784		525	+	840	=	1365
46785		316	+	184	=	500
46786		542	+	298	=	840
46787		268	+	592	=	860
46788		677	+	141	=	818
46789		922	+	692	=	1614
46790		762	+	852	=	1614
46791		749	+	839	=	1588
46792		901	+	694	=	1595
46793		455	+	608	=	1063
46794		603	+	355	=	958
46795		657	+	620	=	1277
46796		644	+	966	=	1610
46797		250	+	19	=	269
46798		802	+	796	=	1598
46799		268	+	362	=	630
46800		140	+	772	=	912
46801		320	+	553	=	873
46802		820	+	239	=	1059
46803		44	+	510	=	554
46804		446	+	18	=	464
46805		714	+	354	=	1068
46806		43	+	314	=	357
46807		226	+	402	=	628
46808		949	+	95	=	1044
46809		746	+	937	=	1683
46810		371	+	492	=	863
46811		854	+	556	=	1410
46812		519	+	510	=	1029
46813		19	+	910	=	929
46814		614	+	930	=	1544
46815		704	+	589	=	1293
46816		55	+	540	=	595
46817		606	+	932	=	1538
46818		896	+	14	=	910
46819		807	+	538	=	1345
46820		61	+	294	=	355
46821		38	+	91	=	129
46822		851	+	83	=	934
46823		509	+	974	=	1483
46824		844	+	553	=	1397
46825		605	+	983	=	1588
46826		220	+	474	=	694
46827		713	+	670	=	1383
46828		515	+	951	=	1466
46829		372	+	351	=	723
46830		396	+	368	=	764
46831		668	+	515	=	1183
46832		686	+	321	=	1007
46833		607	+	287	=	894
46834		520	+	326	=	846
46835		333	+	308	=	641
46836		122	+	360	=	482
46837		982	+	831	=	1813
46838		217	+	792	=	1009
46839		126	+	89	=	215
46840		796	+	563	=	1359
46841		733	+	434	=	1167
46842		885	+	518	=	1403
46843		476	+	434	=	910
46844		946	+	84	=	1030
46845		517	+	376	=	893
46846		317	+	638	=	955
46847		770	+	670	=	1440
46848		336	+	930	=	1266
46849		761	+	956	=	1717
46850		181	+	672	=	853
46851		95	+	132	=	227
46852		581	+	480	=	1061
46853		410	+	406	=	816
46854		679	+	328	=	1007
46855		67	+	37	=	104
46856		435	+	797	=	1232
46857		612	+	738	=	1350
46858		608	+	631	=	1239
46859		78	+	768	=	846
46860		171	+	411	=	582
46861		743	+	311	=	1054
46862		745	+	755	=	1500
46863		81	+	565	=	646
46864		894	+	360	=	1254
46865		822	+	569	=	1391
46866		103	+	339	=	442
46867		955	+	538	=	1493
46868		45	+	560	=	605
46869		267	+	712	=	979
46870		203	+	372	=	575
46871		950	+	89	=	1039
46872		442	+	32	=	474
46873		265	+	15	=	280
46874		595	+	614	=	1209
46875		616	+	576	=	1192
46876		741	+	540	=	1281
46877		881	+	854	=	1735
46878		319	+	64	=	383
46879		602	+	927	=	1529
46880		136	+	474	=	610
46881		854	+	664	=	1518
46882		477	+	336	=	813
46883		244	+	270	=	514
46884		707	+	677	=	1384
46885		40	+	477	=	517
46886		798	+	395	=	1193
46887		390	+	661	=	1051
46888		153	+	220	=	373
46889		797	+	377	=	1174
46890		327	+	987	=	1314
46891		112	+	674	=	786
46892		793	+	720	=	1513
46893		307	+	300	=	607
46894		881	+	628	=	1509
46895		724	+	702	=	1426
46896		190	+	545	=	735
46897		999	+	768	=	1767
46898		305	+	766	=	1071
46899		447	+	288	=	735
46900		415	+	554	=	969
46901		530	+	262	=	792
46902		208	+	126	=	334
46903		860	+	921	=	1781
46904		24	+	720	=	744
46905		854	+	841	=	1695
46906		484	+	365	=	849
46907		520	+	166	=	686
46908		583	+	143	=	726
46909		477	+	472	=	949
46910		77	+	839	=	916
46911		303	+	513	=	816
46912		840	+	253	=	1093
46913		411	+	313	=	724
46914		249	+	686	=	935
46915		750	+	0	=	750
46916		833	+	781	=	1614
46917		543	+	225	=	768
46918		144	+	549	=	693
46919		831	+	21	=	852
46920		863	+	533	=	1396
46921		630	+	253	=	883
46922		785	+	549	=	1334
46923		256	+	532	=	788
46924		487	+	336	=	823
46925		392	+	100	=	492
46926		220	+	811	=	1031
46927		124	+	736	=	860
46928		917	+	149	=	1066
46929		321	+	562	=	883
46930		14	+	711	=	725
46931		496	+	799	=	1295
46932		281	+	894	=	1175
46933		505	+	591	=	1096
46934		592	+	439	=	1031
46935		399	+	257	=	656
46936		597	+	530	=	1127
46937		397	+	990	=	1387
46938		152	+	970	=	1122
46939		359	+	541	=	900
46940		232	+	308	=	540
46941		363	+	439	=	802
46942		662	+	214	=	876
46943		897	+	659	=	1556
46944		215	+	962	=	1177
46945		274	+	77	=	351
46946		40	+	482	=	522
46947		957	+	755	=	1712
46948		198	+	302	=	500
46949		616	+	953	=	1569
46950		502	+	597	=	1099
46951		356	+	213	=	569
46952		275	+	528	=	803
46953		969	+	333	=	1302
46954		7	+	477	=	484
46955		333	+	103	=	436
46956		204	+	634	=	838
46957		711	+	881	=	1592
46958		490	+	976	=	1466
46959		265	+	322	=	587
46960		36	+	59	=	95
46961		125	+	785	=	910
46962		734	+	663	=	1397
46963		638	+	925	=	1563
46964		610	+	821	=	1431
46965		386	+	965	=	1351
46966		99	+	846	=	945
46967		191	+	617	=	808
46968		65	+	679	=	744
46969		940	+	624	=	1564
46970		47	+	13	=	60
46971		610	+	651	=	1261
46972		369	+	67	=	436
46973		371	+	114	=	485
46974		298	+	50	=	348
46975		257	+	982	=	1239
46976		645	+	449	=	1094
46977		970	+	446	=	1416
46978		546	+	173	=	719
46979		130	+	814	=	944
46980		427	+	138	=	565
46981		873	+	117	=	990
46982		575	+	267	=	842
46983		319	+	949	=	1268
46984		23	+	614	=	637
46985		982	+	273	=	1255
46986		168	+	11	=	179
46987		551	+	530	=	1081
46988		48	+	303	=	351
46989		55	+	658	=	713
46990		876	+	180	=	1056
46991		907	+	805	=	1712
46992		353	+	315	=	668
46993		289	+	652	=	941
46994		354	+	493	=	847
46995		793	+	140	=	933
46996		682	+	118	=	800
46997		213	+	495	=	708
46998		626	+	499	=	1125
46999		549	+	138	=	687
47000		253	+	301	=	554
47001		845	+	286	=	1131
47002		305	+	695	=	1000
47003		443	+	66	=	509
47004		985	+	373	=	1358
47005		787	+	937	=	1724
47006		57	+	365	=	422
47007		638	+	480	=	1118
47008		898	+	178	=	1076
47009		339	+	595	=	934
47010		79	+	54	=	133
47011		612	+	609	=	1221
47012		759	+	264	=	1023
47013		316	+	789	=	1105
47014		915	+	903	=	1818
47015		687	+	326	=	1013
47016		818	+	118	=	936
47017		59	+	273	=	332
47018		60	+	544	=	604
47019		502	+	37	=	539
47020		740	+	717	=	1457
47021		136	+	367	=	503
47022		641	+	630	=	1271
47023		34	+	608	=	642
47024		830	+	37	=	867
47025		919	+	996	=	1915
47026		377	+	153	=	530
47027		266	+	68	=	334
47028		697	+	489	=	1186
47029		408	+	214	=	622
47030		612	+	166	=	778
47031		631	+	874	=	1505
47032		63	+	614	=	677
47033		928	+	905	=	1833
47034		607	+	598	=	1205
47035		873	+	970	=	1843
47036		760	+	720	=	1480
47037		981	+	37	=	1018
47038		164	+	22	=	186
47039		144	+	771	=	915
47040		358	+	229	=	587
47041		142	+	245	=	387
47042		104	+	37	=	141
47043		131	+	652	=	783
47044		585	+	344	=	929
47045		256	+	889	=	1145
47046		923	+	233	=	1156
47047		277	+	823	=	1100
47048		524	+	216	=	740
47049		370	+	453	=	823
