index		a[]	+	b[]	=	c[]
5035		330	+	961	=	1291
5036		47	+	770	=	817
5037		426	+	387	=	813
5038		614	+	686	=	1300
5039		705	+	539	=	1244
5040		365	+	521	=	886
5041		44	+	502	=	546
5042		57	+	120	=	177
5043		716	+	38	=	754
5044		131	+	388	=	519
5045		344	+	439	=	783
5046		535	+	901	=	1436
5047		988	+	891	=	1879
5048		140	+	232	=	372
5049		834	+	441	=	1275
5050		765	+	356	=	1121
5051		833	+	786	=	1619
5052		528	+	609	=	1137
5053		363	+	300	=	663
5054		5	+	530	=	535
5055		131	+	810	=	941
5056		705	+	797	=	1502
5057		918	+	316	=	1234
5058		996	+	889	=	1885
5059		833	+	618	=	1451
5060		703	+	711	=	1414
5061		460	+	135	=	595
5062		690	+	420	=	1110
5063		646	+	860	=	1506
5064		445	+	590	=	1035
5065		145	+	370	=	515
5066		13	+	836	=	849
5067		110	+	68	=	178
5068		906	+	707	=	1613
5069		956	+	701	=	1657
5070		479	+	494	=	973
5071		254	+	126	=	380
5072		113	+	646	=	759
5073		443	+	914	=	1357
5074		515	+	787	=	1302
5075		90	+	197	=	287
5076		569	+	433	=	1002
5077		148	+	130	=	278
5078		204	+	862	=	1066
5079		836	+	460	=	1296
5080		230	+	611	=	841
5081		309	+	568	=	877
5082		30	+	138	=	168
5083		932	+	1	=	933
5084		102	+	191	=	293
5085		406	+	804	=	1210
5086		579	+	673	=	1252
5087		210	+	965	=	1175
5088		37	+	219	=	256
5089		818	+	49	=	867
5090		712	+	646	=	1358
5091		718	+	38	=	756
5092		289	+	690	=	979
5093		33	+	672	=	705
5094		989	+	453	=	1442
5095		544	+	165	=	709
5096		503	+	770	=	1273
5097		569	+	739	=	1308
5098		968	+	837	=	1805
5099		224	+	456	=	680
5100		388	+	366	=	754
5101		296	+	658	=	954
5102		586	+	420	=	1006
5103		832	+	25	=	857
5104		276	+	309	=	585
5105		91	+	842	=	933
5106		721	+	787	=	1508
5107		109	+	389	=	498
5108		383	+	721	=	1104
5109		587	+	377	=	964
5110		924	+	438	=	1362
5111		914	+	662	=	1576
5112		855	+	177	=	1032
5113		706	+	419	=	1125
5114		643	+	302	=	945
5115		612	+	521	=	1133
5116		692	+	407	=	1099
5117		218	+	144	=	362
5118		748	+	415	=	1163
5119		879	+	521	=	1400
5120		448	+	651	=	1099
5121		87	+	475	=	562
5122		879	+	858	=	1737
5123		583	+	946	=	1529
5124		187	+	407	=	594
5125		288	+	925	=	1213
5126		395	+	860	=	1255
5127		320	+	390	=	710
5128		767	+	656	=	1423
5129		354	+	672	=	1026
5130		446	+	156	=	602
5131		879	+	500	=	1379
5132		293	+	203	=	496
5133		309	+	508	=	817
5134		585	+	289	=	874
5135		271	+	580	=	851
5136		127	+	550	=	677
5137		941	+	502	=	1443
5138		793	+	994	=	1787
5139		157	+	621	=	778
5140		156	+	803	=	959
5141		466	+	828	=	1294
5142		288	+	12	=	300
5143		764	+	935	=	1699
5144		72	+	833	=	905
5145		920	+	2	=	922
5146		202	+	48	=	250
5147		506	+	913	=	1419
5148		361	+	210	=	571
5149		784	+	64	=	848
5150		585	+	771	=	1356
5151		392	+	12	=	404
5152		938	+	789	=	1727
5153		101	+	769	=	870
5154		809	+	588	=	1397
5155		774	+	774	=	1548
5156		867	+	838	=	1705
5157		456	+	198	=	654
5158		228	+	753	=	981
5159		709	+	864	=	1573
5160		720	+	809	=	1529
5161		125	+	905	=	1030
5162		7	+	418	=	425
5163		900	+	728	=	1628
5164		878	+	827	=	1705
5165		403	+	955	=	1358
5166		739	+	540	=	1279
5167		19	+	680	=	699
5168		393	+	257	=	650
5169		792	+	726	=	1518
5170		237	+	359	=	596
5171		539	+	981	=	1520
5172		552	+	383	=	935
5173		442	+	979	=	1421
5174		807	+	889	=	1696
5175		780	+	265	=	1045
5176		783	+	794	=	1577
5177		463	+	13	=	476
5178		925	+	961	=	1886
5179		397	+	361	=	758
5180		485	+	95	=	580
5181		7	+	156	=	163
5182		544	+	605	=	1149
5183		624	+	56	=	680
5184		892	+	250	=	1142
5185		85	+	420	=	505
5186		431	+	516	=	947
5187		786	+	34	=	820
5188		491	+	647	=	1138
5189		617	+	947	=	1564
5190		889	+	92	=	981
5191		296	+	834	=	1130
5192		223	+	172	=	395
5193		48	+	23	=	71
5194		291	+	166	=	457
5195		261	+	981	=	1242
5196		941	+	461	=	1402
5197		443	+	245	=	688
5198		696	+	229	=	925
5199		373	+	900	=	1273
5200		650	+	703	=	1353
5201		828	+	731	=	1559
5202		941	+	523	=	1464
5203		942	+	710	=	1652
5204		388	+	13	=	401
5205		788	+	479	=	1267
5206		73	+	220	=	293
5207		737	+	555	=	1292
5208		814	+	431	=	1245
5209		0	+	997	=	997
5210		411	+	8	=	419
5211		917	+	202	=	1119
5212		128	+	245	=	373
5213		639	+	629	=	1268
5214		699	+	933	=	1632
5215		596	+	884	=	1480
5216		76	+	729	=	805
5217		413	+	603	=	1016
5218		591	+	403	=	994
5219		964	+	695	=	1659
5220		298	+	42	=	340
5221		540	+	245	=	785
5222		464	+	222	=	686
5223		815	+	860	=	1675
5224		989	+	770	=	1759
5225		749	+	297	=	1046
5226		91	+	24	=	115
5227		252	+	321	=	573
5228		740	+	713	=	1453
5229		835	+	316	=	1151
5230		489	+	796	=	1285
5231		548	+	664	=	1212
5232		858	+	543	=	1401
5233		81	+	580	=	661
5234		407	+	436	=	843
5235		670	+	662	=	1332
5236		863	+	166	=	1029
5237		463	+	55	=	518
5238		598	+	772	=	1370
5239		331	+	861	=	1192
5240		300	+	493	=	793
5241		41	+	649	=	690
5242		644	+	237	=	881
5243		82	+	619	=	701
5244		667	+	463	=	1130
5245		816	+	610	=	1426
5246		42	+	619	=	661
5247		413	+	880	=	1293
5248		108	+	306	=	414
5249		847	+	806	=	1653
5250		452	+	696	=	1148
5251		571	+	500	=	1071
5252		377	+	456	=	833
5253		535	+	11	=	546
5254		587	+	102	=	689
5255		84	+	423	=	507
5256		883	+	313	=	1196
5257		932	+	79	=	1011
5258		582	+	0	=	582
5259		616	+	358	=	974
5260		843	+	807	=	1650
5261		909	+	415	=	1324
5262		765	+	530	=	1295
5263		72	+	317	=	389
5264		58	+	281	=	339
5265		272	+	257	=	529
5266		757	+	740	=	1497
5267		107	+	311	=	418
5268		257	+	393	=	650
5269		971	+	587	=	1558
5270		743	+	468	=	1211
5271		802	+	88	=	890
5272		298	+	582	=	880
5273		252	+	977	=	1229
5274		457	+	385	=	842
5275		293	+	716	=	1009
5276		628	+	394	=	1022
5277		291	+	771	=	1062
5278		107	+	912	=	1019
5279		332	+	509	=	841
5280		292	+	677	=	969
5281		227	+	205	=	432
5282		91	+	691	=	782
5283		183	+	881	=	1064
5284		270	+	632	=	902
5285		604	+	318	=	922
5286		114	+	613	=	727
5287		374	+	849	=	1223
5288		152	+	827	=	979
5289		915	+	337	=	1252
5290		788	+	255	=	1043
5291		177	+	851	=	1028
5292		968	+	584	=	1552
5293		377	+	246	=	623
5294		20	+	406	=	426
5295		162	+	745	=	907
5296		745	+	341	=	1086
5297		432	+	58	=	490
5298		494	+	154	=	648
5299		94	+	513	=	607
5300		538	+	398	=	936
5301		505	+	339	=	844
5302		251	+	73	=	324
5303		847	+	219	=	1066
5304		479	+	217	=	696
5305		145	+	446	=	591
5306		600	+	498	=	1098
5307		797	+	141	=	938
5308		925	+	840	=	1765
5309		199	+	9	=	208
5310		656	+	443	=	1099
5311		992	+	690	=	1682
5312		474	+	458	=	932
5313		79	+	288	=	367
5314		973	+	300	=	1273
5315		64	+	654	=	718
5316		67	+	930	=	997
5317		826	+	852	=	1678
5318		675	+	177	=	852
5319		734	+	620	=	1354
5320		893	+	23	=	916
5321		940	+	959	=	1899
5322		118	+	28	=	146
5323		376	+	945	=	1321
5324		453	+	35	=	488
5325		565	+	826	=	1391
5326		670	+	712	=	1382
5327		880	+	526	=	1406
5328		959	+	460	=	1419
5329		977	+	200	=	1177
5330		274	+	783	=	1057
5331		781	+	506	=	1287
5332		987	+	501	=	1488
5333		568	+	192	=	760
5334		714	+	741	=	1455
5335		705	+	694	=	1399
5336		130	+	230	=	360
5337		614	+	598	=	1212
5338		139	+	546	=	685
5339		762	+	767	=	1529
5340		854	+	448	=	1302
5341		828	+	530	=	1358
5342		224	+	692	=	916
5343		114	+	887	=	1001
5344		960	+	114	=	1074
5345		245	+	464	=	709
5346		643	+	819	=	1462
5347		326	+	948	=	1274
5348		544	+	863	=	1407
5349		970	+	455	=	1425
5350		360	+	908	=	1268
5351		898	+	63	=	961
5352		584	+	925	=	1509
5353		558	+	914	=	1472
5354		130	+	479	=	609
5355		803	+	399	=	1202
5356		785	+	0	=	785
5357		651	+	554	=	1205
5358		980	+	888	=	1868
5359		908	+	852	=	1760
5360		660	+	829	=	1489
5361		243	+	282	=	525
5362		65	+	881	=	946
5363		474	+	380	=	854
5364		570	+	639	=	1209
5365		352	+	641	=	993
5366		644	+	775	=	1419
5367		72	+	33	=	105
5368		694	+	141	=	835
5369		709	+	595	=	1304
5370		826	+	345	=	1171
5371		204	+	777	=	981
5372		789	+	250	=	1039
5373		778	+	160	=	938
5374		571	+	60	=	631
5375		104	+	716	=	820
5376		597	+	188	=	785
5377		716	+	756	=	1472
5378		28	+	929	=	957
5379		930	+	346	=	1276
5380		787	+	94	=	881
5381		114	+	278	=	392
5382		568	+	533	=	1101
5383		220	+	891	=	1111
5384		323	+	246	=	569
5385		778	+	89	=	867
5386		698	+	616	=	1314
5387		900	+	357	=	1257
5388		532	+	703	=	1235
5389		962	+	982	=	1944
5390		596	+	759	=	1355
5391		541	+	761	=	1302
5392		425	+	184	=	609
5393		415	+	752	=	1167
5394		524	+	18	=	542
5395		93	+	374	=	467
5396		569	+	899	=	1468
5397		897	+	798	=	1695
5398		634	+	327	=	961
5399		725	+	372	=	1097
5400		688	+	551	=	1239
5401		557	+	980	=	1537
5402		491	+	861	=	1352
5403		988	+	739	=	1727
5404		260	+	199	=	459
5405		570	+	411	=	981
5406		233	+	26	=	259
5407		452	+	946	=	1398
5408		921	+	680	=	1601
5409		636	+	36	=	672
5410		745	+	925	=	1670
5411		523	+	976	=	1499
5412		342	+	599	=	941
5413		724	+	929	=	1653
5414		851	+	628	=	1479
5415		667	+	198	=	865
5416		357	+	241	=	598
5417		150	+	452	=	602
5418		149	+	600	=	749
5419		491	+	811	=	1302
5420		414	+	753	=	1167
5421		210	+	742	=	952
5422		553	+	228	=	781
5423		764	+	215	=	979
5424		213	+	949	=	1162
5425		524	+	442	=	966
5426		154	+	217	=	371
5427		940	+	112	=	1052
5428		184	+	449	=	633
5429		628	+	463	=	1091
5430		963	+	397	=	1360
5431		287	+	0	=	287
5432		786	+	443	=	1229
5433		438	+	218	=	656
5434		120	+	912	=	1032
5435		897	+	605	=	1502
5436		946	+	789	=	1735
5437		570	+	337	=	907
5438		435	+	990	=	1425
5439		797	+	192	=	989
5440		317	+	903	=	1220
5441		230	+	865	=	1095
5442		952	+	719	=	1671
5443		297	+	654	=	951
5444		528	+	274	=	802
5445		183	+	561	=	744
5446		913	+	154	=	1067
5447		824	+	698	=	1522
5448		550	+	390	=	940
5449		148	+	356	=	504
5450		124	+	901	=	1025
5451		318	+	905	=	1223
5452		768	+	140	=	908
5453		187	+	155	=	342
5454		728	+	655	=	1383
5455		335	+	485	=	820
5456		600	+	629	=	1229
5457		754	+	801	=	1555
5458		75	+	815	=	890
5459		937	+	531	=	1468
5460		461	+	610	=	1071
5461		47	+	981	=	1028
5462		455	+	674	=	1129
5463		838	+	588	=	1426
5464		811	+	721	=	1532
5465		16	+	315	=	331
5466		312	+	697	=	1009
5467		331	+	943	=	1274
5468		608	+	974	=	1582
5469		69	+	452	=	521
5470		16	+	664	=	680
5471		859	+	686	=	1545
5472		551	+	87	=	638
5473		872	+	345	=	1217
5474		963	+	376	=	1339
5475		901	+	813	=	1714
5476		889	+	632	=	1521
5477		188	+	12	=	200
5478		539	+	990	=	1529
5479		657	+	718	=	1375
5480		615	+	717	=	1332
5481		859	+	72	=	931
5482		645	+	449	=	1094
5483		671	+	168	=	839
5484		81	+	171	=	252
5485		606	+	852	=	1458
5486		386	+	944	=	1330
5487		240	+	531	=	771
5488		778	+	879	=	1657
5489		673	+	659	=	1332
5490		792	+	298	=	1090
5491		387	+	21	=	408
5492		602	+	620	=	1222
5493		116	+	847	=	963
5494		622	+	925	=	1547
5495		2	+	120	=	122
5496		899	+	834	=	1733
5497		804	+	969	=	1773
5498		283	+	568	=	851
5499		538	+	474	=	1012
5500		156	+	17	=	173
5501		200	+	579	=	779
5502		432	+	448	=	880
5503		47	+	44	=	91
5504		9	+	546	=	555
5505		556	+	270	=	826
5506		241	+	39	=	280
5507		293	+	196	=	489
5508		513	+	31	=	544
5509		121	+	972	=	1093
5510		896	+	328	=	1224
5511		288	+	739	=	1027
5512		415	+	399	=	814
5513		755	+	184	=	939
5514		658	+	484	=	1142
5515		525	+	975	=	1500
5516		689	+	371	=	1060
5517		794	+	385	=	1179
5518		944	+	920	=	1864
5519		775	+	161	=	936
5520		324	+	971	=	1295
5521		466	+	235	=	701
5522		959	+	540	=	1499
5523		443	+	56	=	499
5524		654	+	497	=	1151
5525		339	+	709	=	1048
5526		57	+	302	=	359
5527		323	+	37	=	360
5528		338	+	916	=	1254
5529		697	+	491	=	1188
5530		402	+	189	=	591
5531		687	+	997	=	1684
5532		120	+	567	=	687
5533		949	+	926	=	1875
5534		523	+	591	=	1114
5535		848	+	35	=	883
5536		691	+	744	=	1435
5537		658	+	512	=	1170
5538		98	+	772	=	870
5539		355	+	771	=	1126
5540		409	+	753	=	1162
5541		448	+	745	=	1193
5542		304	+	512	=	816
5543		916	+	855	=	1771
5544		198	+	762	=	960
5545		157	+	196	=	353
5546		418	+	164	=	582
5547		704	+	318	=	1022
5548		545	+	813	=	1358
5549		695	+	154	=	849
5550		433	+	254	=	687
5551		618	+	800	=	1418
5552		429	+	561	=	990
5553		932	+	358	=	1290
5554		546	+	260	=	806
5555		943	+	723	=	1666
5556		817	+	712	=	1529
5557		906	+	831	=	1737
5558		39	+	109	=	148
5559		730	+	90	=	820
5560		337	+	721	=	1058
5561		975	+	274	=	1249
5562		116	+	681	=	797
5563		257	+	465	=	722
5564		643	+	959	=	1602
5565		450	+	621	=	1071
5566		978	+	956	=	1934
5567		134	+	274	=	408
5568		747	+	295	=	1042
5569		400	+	861	=	1261
5570		463	+	255	=	718
5571		814	+	50	=	864
5572		968	+	926	=	1894
5573		17	+	785	=	802
5574		932	+	270	=	1202
5575		894	+	12	=	906
5576		292	+	984	=	1276
5577		536	+	461	=	997
5578		102	+	499	=	601
5579		417	+	109	=	526
5580		752	+	490	=	1242
5581		638	+	944	=	1582
5582		966	+	770	=	1736
5583		603	+	255	=	858
5584		437	+	922	=	1359
5585		487	+	477	=	964
5586		209	+	563	=	772
5587		273	+	31	=	304
5588		372	+	586	=	958
5589		91	+	558	=	649
5590		392	+	963	=	1355
5591		462	+	183	=	645
5592		415	+	848	=	1263
5593		535	+	397	=	932
5594		25	+	707	=	732
5595		184	+	444	=	628
5596		22	+	73	=	95
5597		994	+	873	=	1867
5598		404	+	559	=	963
5599		929	+	993	=	1922
5600		947	+	361	=	1308
5601		928	+	959	=	1887
5602		415	+	16	=	431
5603		15	+	466	=	481
5604		662	+	292	=	954
5605		58	+	398	=	456
5606		331	+	179	=	510
5607		188	+	73	=	261
5608		946	+	89	=	1035
5609		980	+	481	=	1461
5610		500	+	880	=	1380
5611		487	+	341	=	828
5612		261	+	241	=	502
5613		798	+	689	=	1487
5614		573	+	908	=	1481
5615		409	+	950	=	1359
5616		308	+	941	=	1249
5617		467	+	425	=	892
5618		450	+	704	=	1154
5619		736	+	67	=	803
5620		54	+	285	=	339
5621		85	+	921	=	1006
5622		628	+	935	=	1563
5623		215	+	604	=	819
5624		244	+	50	=	294
5625		655	+	19	=	674
5626		881	+	619	=	1500
5627		948	+	656	=	1604
5628		631	+	941	=	1572
5629		178	+	273	=	451
5630		489	+	497	=	986
5631		338	+	576	=	914
5632		674	+	325	=	999
5633		465	+	829	=	1294
5634		650	+	736	=	1386
5635		989	+	298	=	1287
5636		883	+	749	=	1632
5637		421	+	39	=	460
5638		437	+	734	=	1171
5639		384	+	215	=	599
5640		22	+	787	=	809
5641		193	+	842	=	1035
5642		22	+	316	=	338
5643		122	+	925	=	1047
5644		179	+	291	=	470
5645		271	+	871	=	1142
5646		904	+	493	=	1397
5647		100	+	462	=	562
5648		83	+	890	=	973
5649		289	+	417	=	706
5650		391	+	18	=	409
5651		20	+	303	=	323
5652		375	+	667	=	1042
5653		392	+	32	=	424
5654		108	+	641	=	749
5655		998	+	258	=	1256
5656		113	+	693	=	806
5657		1	+	687	=	688
5658		516	+	618	=	1134
5659		718	+	668	=	1386
5660		536	+	747	=	1283
5661		523	+	797	=	1320
5662		73	+	552	=	625
5663		615	+	256	=	871
5664		928	+	115	=	1043
5665		619	+	343	=	962
5666		248	+	710	=	958
5667		544	+	210	=	754
5668		104	+	40	=	144
5669		337	+	12	=	349
5670		34	+	744	=	778
5671		217	+	68	=	285
5672		235	+	104	=	339
5673		32	+	816	=	848
5674		691	+	197	=	888
5675		146	+	853	=	999
5676		223	+	478	=	701
5677		233	+	962	=	1195
5678		990	+	428	=	1418
5679		124	+	981	=	1105
5680		489	+	425	=	914
5681		984	+	286	=	1270
5682		535	+	996	=	1531
5683		662	+	363	=	1025
5684		535	+	667	=	1202
5685		437	+	155	=	592
5686		575	+	154	=	729
5687		970	+	663	=	1633
5688		460	+	763	=	1223
5689		316	+	94	=	410
5690		147	+	518	=	665
5691		509	+	664	=	1173
5692		112	+	524	=	636
5693		934	+	806	=	1740
5694		381	+	590	=	971
5695		634	+	415	=	1049
5696		862	+	580	=	1442
5697		919	+	526	=	1445
5698		370	+	850	=	1220
5699		944	+	18	=	962
5700		716	+	61	=	777
5701		422	+	6	=	428
5702		826	+	703	=	1529
5703		39	+	810	=	849
5704		214	+	751	=	965
5705		432	+	985	=	1417
5706		684	+	301	=	985
5707		535	+	502	=	1037
5708		963	+	564	=	1527
5709		12	+	440	=	452
5710		711	+	537	=	1248
5711		778	+	781	=	1559
5712		334	+	51	=	385
5713		40	+	710	=	750
5714		538	+	507	=	1045
5715		349	+	951	=	1300
5716		350	+	606	=	956
5717		795	+	171	=	966
5718		621	+	88	=	709
5719		675	+	725	=	1400
5720		807	+	628	=	1435
5721		265	+	786	=	1051
5722		373	+	289	=	662
5723		185	+	981	=	1166
5724		655	+	687	=	1342
5725		394	+	506	=	900
5726		716	+	91	=	807
5727		651	+	287	=	938
5728		242	+	182	=	424
5729		971	+	552	=	1523
5730		95	+	221	=	316
5731		301	+	387	=	688
5732		727	+	325	=	1052
5733		140	+	91	=	231
5734		830	+	957	=	1787
5735		51	+	304	=	355
5736		672	+	521	=	1193
5737		17	+	855	=	872
5738		23	+	251	=	274
5739		578	+	398	=	976
5740		886	+	388	=	1274
5741		321	+	11	=	332
5742		100	+	28	=	128
5743		509	+	822	=	1331
5744		578	+	959	=	1537
5745		953	+	59	=	1012
5746		368	+	41	=	409
5747		617	+	460	=	1077
5748		253	+	650	=	903
5749		586	+	807	=	1393
5750		526	+	749	=	1275
5751		273	+	964	=	1237
5752		825	+	270	=	1095
5753		895	+	922	=	1817
5754		946	+	746	=	1692
5755		531	+	570	=	1101
5756		310	+	268	=	578
5757		808	+	259	=	1067
5758		70	+	453	=	523
5759		304	+	256	=	560
5760		454	+	3	=	457
5761		1	+	143	=	144
5762		119	+	734	=	853
5763		344	+	828	=	1172
5764		993	+	191	=	1184
5765		340	+	957	=	1297
5766		517	+	465	=	982
5767		372	+	31	=	403
5768		706	+	588	=	1294
5769		955	+	545	=	1500
5770		654	+	823	=	1477
5771		18	+	687	=	705
5772		96	+	407	=	503
5773		951	+	922	=	1873
5774		804	+	190	=	994
5775		381	+	910	=	1291
5776		798	+	117	=	915
5777		444	+	12	=	456
5778		914	+	164	=	1078
5779		154	+	593	=	747
5780		59	+	657	=	716
5781		386	+	479	=	865
5782		115	+	56	=	171
5783		540	+	282	=	822
5784		339	+	827	=	1166
5785		566	+	582	=	1148
5786		931	+	90	=	1021
5787		713	+	231	=	944
5788		604	+	684	=	1288
5789		158	+	504	=	662
5790		748	+	158	=	906
5791		83	+	552	=	635
5792		498	+	507	=	1005
5793		153	+	474	=	627
5794		522	+	685	=	1207
5795		184	+	541	=	725
5796		755	+	939	=	1694
5797		253	+	676	=	929
5798		903	+	803	=	1706
5799		434	+	782	=	1216
5800		331	+	746	=	1077
5801		870	+	255	=	1125
5802		64	+	410	=	474
5803		680	+	360	=	1040
5804		778	+	227	=	1005
5805		382	+	110	=	492
5806		87	+	230	=	317
5807		842	+	703	=	1545
5808		953	+	717	=	1670
5809		312	+	170	=	482
5810		215	+	671	=	886
5811		729	+	206	=	935
5812		201	+	794	=	995
5813		84	+	915	=	999
5814		667	+	10	=	677
5815		637	+	969	=	1606
5816		484	+	282	=	766
5817		326	+	158	=	484
5818		311	+	904	=	1215
5819		445	+	452	=	897
5820		681	+	733	=	1414
5821		350	+	138	=	488
5822		972	+	837	=	1809
5823		859	+	561	=	1420
5824		756	+	4	=	760
5825		649	+	570	=	1219
5826		233	+	754	=	987
5827		549	+	806	=	1355
5828		404	+	929	=	1333
5829		495	+	166	=	661
5830		925	+	468	=	1393
5831		125	+	804	=	929
5832		644	+	706	=	1350
5833		699	+	642	=	1341
5834		198	+	251	=	449
5835		234	+	562	=	796
5836		34	+	842	=	876
5837		407	+	589	=	996
5838		597	+	436	=	1033
5839		189	+	544	=	733
5840		851	+	264	=	1115
5841		973	+	979	=	1952
5842		855	+	127	=	982
5843		797	+	540	=	1337
5844		725	+	150	=	875
5845		486	+	996	=	1482
5846		6	+	761	=	767
5847		339	+	928	=	1267
5848		315	+	235	=	550
5849		71	+	963	=	1034
5850		454	+	388	=	842
5851		430	+	266	=	696
5852		605	+	65	=	670
5853		903	+	832	=	1735
5854		584	+	738	=	1322
5855		888	+	282	=	1170
5856		534	+	496	=	1030
5857		867	+	302	=	1169
5858		331	+	470	=	801
5859		320	+	288	=	608
5860		412	+	441	=	853
5861		530	+	37	=	567
5862		902	+	35	=	937
5863		878	+	428	=	1306
5864		355	+	492	=	847
5865		297	+	673	=	970
5866		78	+	274	=	352
5867		810	+	819	=	1629
5868		586	+	91	=	677
5869		504	+	529	=	1033
5870		598	+	248	=	846
5871		637	+	857	=	1494
5872		452	+	645	=	1097
5873		995	+	273	=	1268
5874		875	+	22	=	897
5875		894	+	682	=	1576
5876		833	+	660	=	1493
5877		250	+	985	=	1235
5878		644	+	383	=	1027
5879		806	+	911	=	1717
5880		507	+	206	=	713
5881		82	+	692	=	774
5882		808	+	894	=	1702
5883		381	+	159	=	540
5884		753	+	480	=	1233
5885		418	+	713	=	1131
5886		271	+	494	=	765
5887		43	+	564	=	607
5888		679	+	294	=	973
5889		798	+	694	=	1492
5890		744	+	511	=	1255
5891		223	+	34	=	257
5892		939	+	604	=	1543
5893		975	+	440	=	1415
5894		234	+	232	=	466
5895		812	+	131	=	943
5896		98	+	281	=	379
5897		369	+	468	=	837
5898		882	+	719	=	1601
5899		79	+	973	=	1052
5900		769	+	198	=	967
5901		467	+	481	=	948
5902		739	+	491	=	1230
5903		714	+	682	=	1396
5904		333	+	900	=	1233
5905		795	+	499	=	1294
5906		393	+	227	=	620
5907		940	+	640	=	1580
5908		572	+	411	=	983
5909		416	+	762	=	1178
5910		942	+	491	=	1433
5911		583	+	591	=	1174
5912		345	+	28	=	373
5913		486	+	353	=	839
5914		742	+	86	=	828
5915		464	+	933	=	1397
5916		652	+	624	=	1276
5917		181	+	760	=	941
5918		874	+	351	=	1225
5919		347	+	173	=	520
5920		959	+	862	=	1821
5921		818	+	154	=	972
5922		552	+	943	=	1495
5923		604	+	476	=	1080
5924		690	+	161	=	851
5925		293	+	447	=	740
5926		9	+	635	=	644
5927		895	+	475	=	1370
5928		352	+	400	=	752
5929		1	+	763	=	764
5930		634	+	747	=	1381
5931		865	+	88	=	953
5932		304	+	4	=	308
5933		240	+	77	=	317
5934		51	+	603	=	654
5935		637	+	212	=	849
5936		685	+	685	=	1370
5937		708	+	258	=	966
5938		915	+	462	=	1377
5939		472	+	502	=	974
5940		374	+	806	=	1180
5941		406	+	823	=	1229
5942		643	+	390	=	1033
5943		61	+	487	=	548
5944		271	+	988	=	1259
5945		331	+	410	=	741
5946		470	+	549	=	1019
5947		465	+	772	=	1237
5948		214	+	299	=	513
5949		330	+	794	=	1124
5950		616	+	175	=	791
5951		904	+	959	=	1863
5952		527	+	281	=	808
5953		920	+	938	=	1858
5954		683	+	910	=	1593
5955		727	+	126	=	853
5956		824	+	240	=	1064
5957		332	+	515	=	847
5958		859	+	740	=	1599
5959		479	+	707	=	1186
5960		445	+	25	=	470
5961		667	+	911	=	1578
5962		740	+	597	=	1337
5963		145	+	770	=	915
5964		526	+	268	=	794
5965		917	+	870	=	1787
5966		415	+	643	=	1058
5967		700	+	22	=	722
5968		852	+	505	=	1357
5969		150	+	228	=	378
5970		560	+	367	=	927
5971		945	+	740	=	1685
5972		824	+	466	=	1290
5973		262	+	49	=	311
5974		107	+	463	=	570
5975		16	+	735	=	751
5976		804	+	918	=	1722
5977		513	+	408	=	921
5978		594	+	18	=	612
5979		247	+	546	=	793
5980		735	+	152	=	887
5981		848	+	561	=	1409
5982		568	+	213	=	781
5983		970	+	689	=	1659
5984		149	+	781	=	930
5985		711	+	455	=	1166
5986		218	+	706	=	924
5987		934	+	417	=	1351
5988		581	+	122	=	703
5989		92	+	714	=	806
5990		873	+	124	=	997
5991		997	+	387	=	1384
5992		394	+	948	=	1342
5993		686	+	414	=	1100
5994		994	+	429	=	1423
5995		741	+	781	=	1522
5996		923	+	62	=	985
5997		444	+	259	=	703
5998		629	+	48	=	677
5999		353	+	768	=	1121
6000		258	+	247	=	505
6001		921	+	779	=	1700
6002		601	+	127	=	728
6003		127	+	211	=	338
6004		352	+	793	=	1145
6005		639	+	935	=	1574
6006		78	+	13	=	91
6007		144	+	159	=	303
6008		616	+	802	=	1418
6009		313	+	506	=	819
6010		98	+	773	=	871
6011		827	+	905	=	1732
6012		824	+	751	=	1575
6013		872	+	652	=	1524
6014		189	+	866	=	1055
6015		418	+	979	=	1397
6016		443	+	676	=	1119
6017		183	+	960	=	1143
6018		852	+	781	=	1633
6019		955	+	396	=	1351
6020		50	+	934	=	984
6021		422	+	198	=	620
6022		450	+	746	=	1196
6023		336	+	995	=	1331
6024		526	+	346	=	872
6025		298	+	626	=	924
6026		570	+	251	=	821
6027		863	+	264	=	1127
6028		295	+	378	=	673
6029		380	+	28	=	408
6030		807	+	876	=	1683
6031		659	+	27	=	686
6032		16	+	719	=	735
6033		206	+	590	=	796
6034		157	+	149	=	306
6035		474	+	154	=	628
6036		241	+	642	=	883
6037		577	+	361	=	938
6038		917	+	195	=	1112
6039		685	+	359	=	1044
6040		763	+	545	=	1308
6041		858	+	16	=	874
6042		812	+	551	=	1363
6043		371	+	952	=	1323
6044		544	+	744	=	1288
6045		688	+	275	=	963
6046		316	+	845	=	1161
6047		271	+	62	=	333
6048		945	+	430	=	1375
6049		480	+	93	=	573
6050		898	+	430	=	1328
6051		669	+	959	=	1628
6052		773	+	420	=	1193
6053		785	+	575	=	1360
6054		678	+	719	=	1397
6055		696	+	628	=	1324
6056		89	+	777	=	866
6057		56	+	283	=	339
6058		727	+	456	=	1183
6059		567	+	979	=	1546
6060		898	+	57	=	955
6061		669	+	345	=	1014
6062		748	+	565	=	1313
6063		67	+	221	=	288
6064		781	+	41	=	822
6065		804	+	493	=	1297
6066		732	+	385	=	1117
6067		987	+	193	=	1180
6068		688	+	181	=	869
